"IDself" "IDother"
10251 "88003"
10251 "10202"
10251 "10244"
10251 "88005"
10251 "88007"
10251 "10248"
10251 "10233"
10251 "88009"
10251 "10234"
10251 "10205"
10251 "10238"
10248 "88003"
10248 "10235"
10248 "88005"
10248 "88007"
10248 "10251"
10248 "10233"
10248 "88009"
10248 "10234"
10248 "10238"
10248 "10203"
10208 "88002"
10208 "10245"
10208 "88004"
10208 "10223"
10208 "10244"
10208 "10254"
10208 "10235"
10208 "10241"
10208 "10219"
10241 "10245"
10241 "88004"
10241 "10223"
10241 "10244"
10241 "10254"
10241 "10235"
10241 "10219"
10241 "10208"
10210 "88003"
10210 "10202"
10210 "88005"
10210 "88007"
10210 "88008"
10210 "10205"
10210 "10225"
10210 "10203"
10225 "88003"
10225 "10202"
10225 "10210"
10225 "88005"
10225 "88007"
10225 "10205"
10225 "10203"
10234 "10251"
10234 "10248"
10234 "10233"
10234 "88009"
10234 "10238"
10219 "10245"
10219 "88004"
10219 "10223"
10219 "10244"
10219 "10254"
10219 "10235"
10219 "10241"
10203 "88003"
10203 "10202"
10203 "10210"
10203 "88005"
10203 "88007"
10203 "10205"
10203 "10225"
10202 "10202"
10202 "88005"
10202 "10205"
10202 "10225"
10202 "10203"
10254 "10245"
10254 "88004"
10254 "10223"
10254 "10244"
10254 "10235"
10254 "10241"
10254 "10219"
10254 "10208"
10238 "88003"
10238 "88007"
10238 "10251"
10238 "10248"
10238 "10233"
10238 "88009"
10238 "10234"
10205 "88003"
10205 "10202"
10205 "10210"
10205 "88005"
10205 "88007"
10205 "10251"
10205 "10205"
10205 "10225"
10205 "10203"
10242 "88002"
10242 "10245"
10242 "10223"
10242 "10235"
10242 "10208"
10245 "88004"
10245 "10223"
10245 "10244"
10245 "10254"
10245 "10235"
10245 "10241"
10245 "10219"
10245 "10208"
10235 "88002"
10235 "10245"
10235 "88004"
10235 "10223"
10235 "10244"
10235 "10254"
10235 "10219"
10235 "10208"
10244 "10245"
10244 "88004"
10244 "10223"
10244 "10244"
10244 "10254"
10244 "10235"
10244 "10241"
10244 "10251"
10244 "10219"
10244 "10248"
10244 "10233"
10244 "88009"
10244 "10234"
10244 "10208"
10244 "10238"
10233 "10251"
10233 "10248"
10233 "88009"
10233 "10234"
10233 "10238"
10223 "88002"
10223 "10245"
10223 "88004"
10223 "10242"
10223 "10244"
10223 "10254"
10223 "10235"
10223 "10208"
